stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
STATION_M118,STATION ANGRIGNON,45.446466,-73.603118,1,
43,Station Angrignon,45.446466,-73.603118,0,STATION_M118
Jan-43,Station Angrignon,45.446319,-73.603835,2,STATION_M118
STATION_M120,STATION MONK,45.451158,-73.593242,1,
42,Station Monk,45.451158,-73.593242,0,STATION_M120
Jan-42,Station Monk - Édicule Nord (B),45.451307,-73.593128,2,STATION_M120
Feb-42,Station Monk - Édicule Sud (A),45.451007,-73.59338,2,STATION_M120
STATION_M122,STATION JOLICOEUR,45.45701,-73.581691,1,
41,Station Jolicoeur,45.45701,-73.581691,0,STATION_M122
Jan-41,Station Jolicoeur,45.456787,-73.582115,2,STATION_M122
STATION_M124,STATION VERDUN,45.459441,-73.572021,1,
40,Station Verdun,45.459441,-73.572021,0,STATION_M124
Jan-40,Station Verdun - Édicule Nord (A),45.459222,-73.571833,2,STATION_M124
Feb-40,Station Verdun - Édicule Sud (B),45.459163,-73.571521,2,STATION_M124
STATION_M126,STATION DE L'ÉGLISE,45.461894,-73.567074,1,
39,Station De l'Église,45.461894,-73.567074,0,STATION_M126
Jan-39,Station De l'Église - Édicule Wellington (A),45.461818,-73.567216,2,STATION_M126
Feb-39,Station De l'Église (B),45.462823,-73.565795,2,STATION_M126
STATION_M128,STATION LASALLE,45.471063,-73.566267,1,
38,Station LaSalle,45.471063,-73.566267,0,STATION_M128
Jan-38,Station LaSalle,45.470736,-73.566135,2,STATION_M128
STATION_M130,STATION CHARLEVOIX,45.478465,-73.569336,1,
37,Station Charlevoix,45.478465,-73.569336,0,STATION_M130
Jan-37,Station Charlevoix,45.478318,-73.569349,2,STATION_M130
STATION_M132,STATION LIONEL-GROULX,45.482509,-73.58018,1,
36,Station Lionel-Groulx,45.482509,-73.58018,0,STATION_M132
Jan-36,Station Lionel-Groulx,45.482878,-73.579601,2,STATION_M132
STATION_M134,STATION ATWATER,45.490068,-73.585812,1,
35,Station Atwater,45.490068,-73.585812,0,STATION_M134
Jan-35,Station Atwater - Édicule De Maisonneuve (A),45.48977,-73.58629,2,STATION_M134
Feb-35,Station Atwater - Édicule Ste-Catherine (B),45.489345,-73.584202,2,STATION_M134
STATION_M136,STATION GUY-CONCORDIA,45.49557,-73.57931,1,
34,Station Guy-Concordia,45.49557,-73.57931,0,STATION_M136
Jan-34,Station Guy-Concordia - Édicule Guy (B),45.495678,-73.579056,2,STATION_M136
Feb-34,Station Guy-Concordia - Édicule St-Mathieu (A),45.494521,-73.580755,2,STATION_M136
STATION_M138,STATION PEEL,45.500879,-73.574715,1,
33,Station Peel,45.500879,-73.574715,0,STATION_M138
Jan-33,Station Peel - Édicule Ouest (A),45.50089,-73.574971,2,STATION_M138
Feb-33,Station Peel - Édicule Metcalfe (C),45.501543,-73.574218,2,STATION_M138
Mar-33,Station Peel - Édicule Peel Est (D),45.501028,-73.574305,2,STATION_M138
Apr-33,Station Peel - Édicule Stanley (B),45.499937,-73.574713,2,STATION_M138
STATION_M140,STATION MCGILL,45.504064,-73.571586,1,
32,Station McGill,45.504064,-73.571586,0,STATION_M140
Jan-32,Station McGill - Édicule Tour KPMG (D),45.504117,-73.57131,2,STATION_M140
Feb-32,Station McGill - Édicule Union (A),45.504802,-73.571143,2,STATION_M140
Mar-32,Station McGill - Édicule Ste-Catherine (C),45.504705,-73.570872,2,STATION_M140
Apr-32,Station McGill - Édicule Robert-Bourassa (B),45.504393,-73.572132,2,STATION_M140
Jun-32,Station McGill - Édicule De Maisonneuve (E),45.50345,-73.572045,2,STATION_M140
Jul-32,Station McGill - Édicule McGill College (F),45.50346,-73.572359,2,STATION_M140
STATION_M142,STATION PLACE DES ARTS,45.50822,-73.568433,1,
31,Station Place-des-Arts,45.50822,-73.568433,0,STATION_M142
31-Jan,Station Place-des-Arts - Édicule Jeanne-Mance (A),45.508211,-73.568122,2,STATION_M142
Feb-31,Station Place-des-Arts - Édicule De Bleury Nord (D),45.507254,-73.569391,2,STATION_M142
31-Mar,Station Place-des-Arts - Édicule De Bleury Sud (C),45.507028,-73.568701,2,STATION_M142
Apr-31,Station Place-des-Arts - Édicule UQAM (B),45.509251,-73.568071,2,STATION_M142
STATION_M144,STATION ST-LAURENT,45.511033,-73.564899,1,
30,Station Saint-Laurent,45.511033,-73.564899,0,STATION_M144
30-Jan,Station Saint-Laurent,45.510835,-73.564915,2,STATION_M144
STATION_M146,STATION BERRI-UQAM,45.515226,-73.561082,1,
9999111,Station Berri-UQAM 1,45.515226,-73.561082,0,STATION_M146
9999112,Station Berri-UQAM 2,45.515212,-73.561051,0,STATION_M146
9999114,Station Berri-UQAM 4,45.515191,-73.561013,0,STATION_M146
01-Nov,Station Berri-UQAM - Édicule Ste-Catherine (B),45.514851,-73.559654,2,STATION_M146
02-Nov,Station Berri-UQAM - Édicule St-Denis (D),45.514207,-73.561853,2,STATION_M146
03-Nov,Station Berri-UQAM - Édicule Berri (A),45.51498,-73.560861,2,STATION_M146
04-Nov,Station Berri-UQAM - Édicule boul. De Maisonneuve (C),45.51652,-73.55977,2,STATION_M146
05-Nov,Station Berri-UQAM - Édicule Gare d'autocars de Montréal,45.515736,-73.561645,2,STATION_M146
STATION_M148,STATION BEAUDRY,45.518831,-73.555837,1,
29,Station Beaudry,45.518831,-73.555837,0,STATION_M148
29-Jan,Station Beaudry,45.518977,-73.55585,2,STATION_M148
STATION_M150,STATION PAPINEAU,45.523988,-73.552703,1,
28,Station Papineau,45.523988,-73.552703,0,STATION_M150
28-Jan,Station Papineau,45.523708,-73.552068,2,STATION_M150
STATION_M152,STATION FRONTENAC,45.533504,-73.552196,1,
27,Station Frontenac,45.533504,-73.552196,0,STATION_M152
27-Jan,Station Frontenac,45.533131,-73.552138,2,STATION_M152
STATION_M154,STATION PRÉFONTAINE,45.541717,-73.554192,1,
26,Station Préfontaine,45.541717,-73.554192,0,STATION_M154
26-Jan,Station Préfontaine - Édicule Hochelaga Sud (A),45.541524,-73.554453,2,STATION_M154
26-Feb,Station Préfontaine - Édicule Hochelaga Nord (B),45.541641,-73.55479,2,STATION_M154
STATION_M156,STATION JOLIETTE,45.546832,-73.551391,1,
25,Station Joliette,45.546832,-73.551391,0,STATION_M156
25-Jan,Station Joliette - Édicule Hochelaga Nord (A),45.54698,-73.55151,2,STATION_M156
25-Feb,Station Joliette - Édicule Hochelaga Sud (B),45.546996,-73.551162,2,STATION_M156
STATION_M158,STATION PIE IX,45.553688,-73.551757,1,
24,Station Pie-IX,45.553688,-73.551757,0,STATION_M158
24-Jan,Station Pie-IX - Édicule Est (A),45.55392,-73.551831,2,STATION_M158
24-Feb,Station Pie-IX - Édicule Ouest (B),45.553578,-73.551963,2,STATION_M158
STATION_M160,STATION VIAU,45.560687,-73.54753,1,
23,Station Viau,45.560687,-73.54753,0,STATION_M160
23-Jan,Station Viau,45.560986,-73.547166,2,STATION_M160
STATION_M162,STATION DE L'ASSOMPTION,45.569285,-73.547336,1,
22,Station Assomption,45.569285,-73.547336,0,STATION_M162
22-Jan,Station Assomption,45.569229,-73.546797,2,STATION_M162
STATION_M164,STATION CADILLAC,45.576843,-73.54671,1,
21,Station Cadillac,45.576843,-73.54671,0,STATION_M164
21-Jan,Station Cadillac - Édicule Sherbrooke Sud (A),45.577005,-73.54636,2,STATION_M164
21-Feb,Station Cadillac - Édicule Sherbrooke Nord (B),45.576844,-73.546964,2,STATION_M164
STATION_M166,STATION LANGELIER,45.582736,-73.543133,1,
20,Station Langelier,45.582736,-73.543133,0,STATION_M166
20-Jan,Station Langelier - Édicule Sherbrooke Sud,45.582858,-73.542776,2,STATION_M166
20-Feb,Station Langelier - Édicule Langelier Ouest,45.582478,-73.542941,2,STATION_M166
20-Mar,Station Langelier - Édicule Sherbrooke Nord,45.582613,-73.54351,2,STATION_M166
STATION_M168,STATION RADISSON,45.589431,-73.539269,1,
19,Station Radisson,45.589431,-73.539269,0,STATION_M168
19-Jan,Station Radisson - Édicule Sherbrooke Nord (A),45.589306,-73.539571,2,STATION_M168
19-Feb,Station Radisson - Édicule Sherbrooke Sud (B),45.589582,-73.538919,2,STATION_M168
19-Mar,Station Radisson - Terminus Radisson (C),45.589696,-73.539892,2,STATION_M168
STATION_M170,STATION HONORÉ-BEAUGRAND,45.596572,-73.535376,1,
18,Station Honoré-Beaugrand,45.596572,-73.535376,0,STATION_M170
18-Jan,Station Honoré-Beaugrand - Édicule Sherbrooke Sud (C),45.596593,-73.53463,2,STATION_M170
18-Feb,Station Honoré-Beaugrand - Édicule Sherbrooke Nord (B),45.596868,-73.535039,2,STATION_M170
18-Mar,Station Honoré-Beaugrand - Édicule Honoré-Beaugrand Nord (A),45.596957,-73.536332,2,STATION_M170
STATION_M222,STATION CÔTE-VERTU,45.514237,-73.682757,1,
65,Station Côte-Vertu,45.514237,-73.682757,0,STATION_M222
Jan-65,Station Côte-Vertu - Édicule Mac Donald (C),45.513505,-73.68251,2,STATION_M222
Feb-65,Station Côte-Vertu - Édicule Sud (B),45.513853,-73.682969,2,STATION_M222
Mar-65,Station Côte-Vertu - Édicule Nord (A),45.514222,-73.683087,2,STATION_M222
STATION_M224,STATION DU COLLÈGE,45.509258,-73.674796,1,
54,Station Du Collège,45.509258,-73.674796,0,STATION_M224
Jan-54,Station Du Collège - Édicule Cartier (A),45.508851,-73.672546,2,STATION_M224
Feb-54,Station Du Collège (B),45.509446,-73.674781,2,STATION_M224
STATION_M228,STATION DE LA SAVANE,45.500051,-73.661538,1,
53,Station De la Savane,45.500051,-73.661538,0,STATION_M228
Jan-53,Station De la Savane,45.50034,-73.661793,2,STATION_M228
STATION_M230,STATION NAMUR,45.494643,-73.652828,1,
52,Station Namur,45.494643,-73.652828,0,STATION_M230
Jan-52,Station Namur,45.49497,-73.653108,2,STATION_M230
STATION_M232,STATION PLAMONDON,45.494644,-73.63826,1,
51,Station Plamondon,45.494644,-73.63826,0,STATION_M232
Jan-51,Station Plamondon (A),45.495412,-73.640883,2,STATION_M232
Feb-51,Station Plamondon - Édicule Van Horne (B),45.494344,-73.637885,2,STATION_M232
STATION_M234,STATION CÔTE-STE-CATHERINE,45.492356,-73.6331,1,
50,Station Côte-Sainte-Catherine,45.492356,-73.6331,0,STATION_M234
Jan-50,Station Côte Sainte-Catherine,45.492385,-73.632837,2,STATION_M234
STATION_M236,STATION SNOWDON,45.485433,-73.62773,1,
9999492,Station Snowdon 2,45.485433,-73.62773,0,STATION_M236
9999495,Station Snowdon 5,45.485403,-73.627757,0,STATION_M236
Jan-49,Station Snowdon,45.485405,-73.627939,2,STATION_M236
STATION_M238,STATION VILLA-MARIA,45.479709,-73.619821,1,
48,Station Villa-Maria,45.479709,-73.619821,0,STATION_M238
Jan-48,Station Villa-Maria,45.479501,-73.619884,2,STATION_M238
STATION_M242,STATION VENDÔME,45.474101,-73.603706,1,
47,Station Vendôme,45.474101,-73.603706,0,STATION_M242
Jan-47,Station Vendôme - Édicule Ouest,45.473912,-73.604117,2,STATION_M242
Feb-47,Station Vendôme - Édicule Est,45.474292,-73.603569,2,STATION_M242
Mar-47,Station Vendôme - Édicule CUSM,45.473085,-73.603153,2,STATION_M242
Apr-47,Station Vendôme - Édicule CUSM,45.473407,-73.601792,2,STATION_M242
STATION_M244,STATION PLACE ST-HENRI,45.47732,-73.586629,1,
46,Station Place-Saint-Henri,45.47732,-73.586629,0,STATION_M244
Jan-46,Station Place-Saint-Henri - Édicule St-Ferdinand (A),45.477199,-73.586634,2,STATION_M244
Feb-46,Station Place-Saint-Henri - Édicule St-Jacques Sud (B),45.477533,-73.58571,2,STATION_M244
Mar-46,Station Place-Saint-Henri - Édicule St-Jacques Nord (C),45.477566,-73.586247,2,STATION_M244
STATION_M248,STATION GEORGES-VANIER,45.488897,-73.576852,1,
17,Station Georges-Vanier,45.488897,-73.576852,0,STATION_M248
17-Jan,Station Georges-Vanier,45.488953,-73.576446,2,STATION_M248
STATION_M250,STATION LUCIEN-L'ALLIER,45.494745,-73.571074,1,
16,Station Lucien-L'Allier,45.494745,-73.571074,0,STATION_M250
16-Jan,Station Lucien-L'Allier,45.494912,-73.57109,2,STATION_M250
STATION_M252,STATION BONAVENTURE,45.498086,-73.567235,1,
15,Station Bonaventure,45.498086,-73.567235,0,STATION_M252
15-Jan,Station Bonaventure - Canadiens-de-Montréal (B),45.497315,-73.56901,2,STATION_M252
15-Feb,Station Bonaventure - Édicule De la Cathédrale (A),45.498069,-73.566947,2,STATION_M252
15-Mar,Station Bonaventure - Accès ascenseur 1000 de la Gauchetière,45.498469,-73.566747,2,STATION_M252
STATION_M254,STATION SQUARE VICTORIA-OACI,45.501937,-73.563118,1,
14,Station Square-Victoria–OACI,45.501937,-73.563118,0,STATION_M254
14-Jan,Station Square-Victoria-OACI - Édicule Viger (C),45.501498,-73.563703,2,STATION_M254
14-Feb,Station Square-Victoria-OACI - Édicule St-Antoine (A),45.50172,-73.562088,2,STATION_M254
14-Mar,Station Square-Victoria-OACI - Édicule St-Jacques (B),45.501194,-73.560755,2,STATION_M254
14-May,Station Square-Victoria-OACI - Édicule Belmont (D),45.502357,-73.565113,2,STATION_M254
STATION_M256,STATION PLACE D'ARMES,45.506348,-73.559548,1,
13,Station Place-d'Armes,45.506348,-73.559548,0,STATION_M256
13-Jan,Station Place-d'Armes - Édicule St-Urbain,45.506165,-73.559729,2,STATION_M256
13-Feb,Station Place-d'Armes - Édicule Viger,45.505936,-73.560984,2,STATION_M256
STATION_M258,STATION CHAMPS DE MARS,45.510047,-73.556596,1,
12,Station Champ-de-Mars,45.510047,-73.556596,0,STATION_M258
01-Dec,Station Champ-de-Mars,45.510192,-73.556331,2,STATION_M258
STATION_M262,STATION SHERBROOKE,45.51906,-73.569217,1,
10,Station Sherbrooke,45.51906,-73.569217,0,STATION_M262
01-Oct,Station Sherbrooke - Édicule Berri Est,45.518901,-73.568524,2,STATION_M262
02-Oct,Station Sherbrooke - Édicule Berri Ouest,45.518334,-73.568208,2,STATION_M262
STATION_M264,STATION MONT-ROYAL,45.524931,-73.581959,1,
9,Station Mont-Royal,45.524931,-73.581959,0,STATION_M264
01-Sep,Station Mont-Royal,45.524556,-73.581766,2,STATION_M264
STATION_M266,STATION LAURIER,45.527399,-73.586907,1,
8,Station Laurier,45.527399,-73.586907,0,STATION_M266
01-Aug,Station Laurier - Édicule St-Joseph/Gilford (A),45.527042,-73.586242,2,STATION_M266
02-Aug,Station Laurier - Édicule avenue Laurier (B),45.5278,-73.588928,2,STATION_M266
STATION_M268,STATION ROSEMONT,45.531733,-73.59778,1,
7,Station Rosemont,45.531733,-73.59778,0,STATION_M268
01-Jul,Station Rosemont,45.531293,-73.597967,2,STATION_M268
STATION_M270,STATION BEAUBIEN,45.535354,-73.604688,1,
6,Station Beaubien,45.535354,-73.604688,0,STATION_M270
01-Jun,Station Beaubien,45.535584,-73.604507,2,STATION_M270
STATION_M272,STATION JEAN-TALON,45.539056,-73.613902,1,
9999052,Station Jean-Talon 2,45.539056,-73.613902,0,STATION_M272
9999055,Station Jean-Talon 5,45.539152,-73.613856,0,STATION_M272
01-May,Station Jean-Talon - Édicule Sud (C),45.5387,-73.61391,2,STATION_M272
02-May,Station Jean-Talon - Plaza St-Hubert (D),45.540261,-73.613168,2,STATION_M272
03-May,Station Jean-Talon - Tour Jean-Talon (A),45.539382,-73.613439,2,STATION_M272
04-May,Station Jean-Talon - Édicule Nord (B),45.538678,-73.614316,2,STATION_M272
STATION_M274,STATION JARRY,45.543191,-73.628765,1,
4,Station Jarry,45.543191,-73.628765,0,STATION_M274
01-Apr,Station Jarry,45.543421,-73.628529,2,STATION_M274
STATION_M276,STATION CRÉMAZIE,45.546082,-73.639052,1,
3,Station Crémazie,45.546082,-73.639052,0,STATION_M276
01-Mar,Station Crémazie - Édicule Crémazie Sud (B),45.545715,-73.638037,2,STATION_M276
02-Mar,Station Crémazie - Terminus Crémazie (A),45.546186,-73.639303,2,STATION_M276
03-Mar,Station Crémazie - Édicule Crémazie Nord (A),45.545968,-73.638776,2,STATION_M276
STATION_M278,STATION SAUVÉ,45.550757,-73.656017,1,
2,Station Sauvé,45.550757,-73.656017,0,STATION_M278
01-Feb,Station Sauvé - Édicule Nord (B),45.550713,-73.656464,2,STATION_M278
02-Feb,Station Sauvé - Édicule Sud (A),45.55064,-73.655907,2,STATION_M278
STATION_M280,STATION HENRI-BOURASSA,45.555277,-73.668172,1,
1,Station Henri-Bourassa,45.555277,-73.668172,0,STATION_M280
01-Jan,Station Henri-Bourassa - Édicule rue Berri (A),45.554247,-73.668486,2,STATION_M280
03-Jan,Station Henri-Bourassa - Édicule Nord (D),45.555607,-73.668225,2,STATION_M280
04-Jan,Station Henri-Bourassa - Édicule Sud (B),45.556122,-73.667407,2,STATION_M280
05-Jan,Station Henri-Bourassa - Henri-Bourassa (C),45.555733,-73.667284,2,STATION_M280
STATION_M282,STATION CARTIER,45.559997,-73.68231,1,
66,Station Cartier (zone B),45.559997,-73.68231,0,STATION_M282
Jan-66,Station Cartier - Terminus Cartier (A),45.560398,-73.681899,2,STATION_M282
Feb-66,Station Cartier - Édicule boul. Cartier (B),45.561402,-73.681416,2,STATION_M282
STATION_M286,STATION DE LA CONCORDE,45.560698,-73.709389,1,
67,Station De la Concorde (zone B),45.560698,-73.709389,0,STATION_M286
Jan-67,Station De la Concorde,45.560504,-73.709596,2,STATION_M286
STATION_M288,STATION MONTMORENCY,45.558436,-73.722459,1,
68,Station Montmorency (zone B),45.558436,-73.722459,0,STATION_M288
Jan-68,Station Montmorency,45.558387,-73.721622,2,STATION_M288
STATION_M452,STATION JEAN-DRAPEAU,45.512429,-73.533127,1,
45,Station Jean-Drapeau,45.512429,-73.533127,0,STATION_M452
Jan-45,Station Jean-Drapeau,45.512289,-73.533371,2,STATION_M452
STATION_M454,STATION LONGUEUIL- U. de SHERBROOKE,45.52489,-73.522098,1,
44,Station Longueuil-Université de Sherbrooke (zone B,45.52489,-73.522098,0,STATION_M454
Jan-44,Station Longueuil–U.-de-Sherbrooke - Édicule Longueuil-U-de-S,45.525191,-73.521961,2,STATION_M454
Feb-44,Station Longueuil–U.-de-Sherbrooke - Édicule Terminus Longueuil,45.524631,-73.521989,2,STATION_M454
Mar-44,Station Longueuil–U.-de-Sherbrooke - Édicule De Sérigny,45.524711,-73.522632,2,STATION_M454
STATION_M534,STATION CÔTE-DES-NEIGES,45.496846,-73.623386,1,
55,Station Côte-des-Neiges,45.496846,-73.623386,0,STATION_M534
Jan-55,Station Côte-des-Neiges - Édicule Ouest (A),45.496306,-73.622534,2,STATION_M534
Feb-55,Station Côte-des-Neiges - Édicule Est (B),45.49676,-73.622937,2,STATION_M534
STATION_M536,STATION UNIVERSITÉ DE MONTREAL,45.503188,-73.617699,1,
56,Station Université-de-Montréal,45.503188,-73.617699,0,STATION_M536
Jan-56,Station Université-de-Montréal - Édicule Louis-Colin (B),45.502757,-73.618298,2,STATION_M536
Feb-56,Station Université-de-Montréal - Édicule Édouard-Montpetit (A),45.503382,-73.617767,2,STATION_M536
Mar-56,Station Université-de-Montréal (C),45.503582,-73.617256,2,STATION_M536
STATION_M538,STATION ÉDOUARD-MONTPETIT,45.50992,-73.612858,1,
57,Station Édouard-Montpetit,45.50992,-73.612858,0,STATION_M538
Feb-57,Station Édouard-Montpetit - Édicule Vincent-D'Indy (B),45.510155,-73.612554,2,STATION_M538
Mar-57,Station Édouard-Montpetit - Édicule boul. Édouard-Montpetit (A),45.50964,-73.612785,2,STATION_M538
STATION_M542,STATION ACADIE,45.523458,-73.623257,1,
59,Station Acadie,45.523458,-73.623257,0,STATION_M542
Jan-59,Station Acadie - Édicule Beaumont (A),45.523679,-73.623194,2,STATION_M542
Feb-59,Station Acadie (B),45.523391,-73.623494,2,STATION_M542
STATION_M544,STATION  DU PARC,45.530177,-73.624559,1,
60,Station Parc,45.530177,-73.624559,0,STATION_M544
Jan-60,Station Parc,45.530223,-73.623932,2,STATION_M544
STATION_M546,STATION DE CASTELNAU,45.535437,-73.619873,1,
61,Station De Castelnau,45.535437,-73.619873,0,STATION_M546
Jan-61,Station De Castelnau - Édicule St-Laurent Est (B),45.53561,-73.619912,2,STATION_M546
Feb-61,Station De Castelnau - Édicule St-Laurent Ouest (A),45.535217,-73.62,2,STATION_M546
STATION_M552,STATION FABRE,45.546753,-73.608106,1,
62,Station Fabre,45.546753,-73.608106,0,STATION_M552
Jan-62,Station Fabre - Édicule Papineau (A),45.547864,-73.607356,2,STATION_M552
Feb-62,Station Fabre (B),45.546469,-73.608221,2,STATION_M552
STATION_M554,STATION IBERVILLE,45.553618,-73.601988,1,
63,Station D'Iberville,45.553618,-73.601988,0,STATION_M554
Jan-63,Station D'Iberville - Édicule Iberville (A),45.55377,-73.602081,2,STATION_M554
Feb-63,Station D'Iberville - Édicule Louis-Hébert (B),45.552635,-73.602713,2,STATION_M554
STATION_M556,STATION ST-MICHEL,45.55956,-73.600002,1,
64,Station Saint-Michel,45.55956,-73.600002,0,STATION_M556
Jan-64,Station Saint-Michel - Édicule Est (A),45.559694,-73.599833,2,STATION_M556
Feb-64,Station Saint-Michel - Édicule Ouest (B),45.559284,-73.599876,2,STATION_M556
STATION_M540,STATION OUTREMONT,45.52037,-73.614976,1,
58,Station Outremont,45.52037,-73.614976,0,STATION_M540
Jan-58,Station Outremont,45.520103,-73.615099,2,STATION_M540
61396,Sainte-Anne / Sainte-Marie,45.402727,-73.947503,0,
61503,Robert / Cluny,45.580404,-73.607776,0,
61525,Gare Rivière-des-Prairies,45.661592,-73.538285,0,
61529,Henri-Bourassa / 6e Avenue,45.617173,-73.593262,0,
61530,Henri-Bourassa / 6e Avenue,45.617098,-73.593826,0,
61536,Gare Rivière-des-Prairies,45.661811,-73.538735,0,
61538,YUL Aéroport Montréal-Trudeau / Transport Canada,45.454047,-73.751132,0,
61539,Roméo-Vachon / No 700,45.453912,-73.751111,0,
61541,Mc Millan / No 555,45.453117,-73.740984,0,
61542,Henri-Bourassa / Pie-IX,45.595455,-73.642639,0,
61543,Pie-IX / No 11209,45.594972,-73.641402,0,
61544,Carrefour Henri-Bourassa / Pie-IX,45.596552,-73.643007,0,
61545,Carrefour Henri-Bourassa / Pie-IX,45.596821,-73.642408,0,
61546,Gare Saint-Léonard-Montréal-Nord,45.600631,-73.613584,0,
61547,Gare Saint-Léonard-Montréal-Nord,45.600558,-73.613056,0,
61550,des Futailles / Notre-Dame,45.581189,-73.512617,0,
61551,Lafleur / Centrale,45.423308,-73.650678,0,
61553,Villeray / 20e Avenue,45.567274,-73.59831,0,
61554,Marc-Cantin / Fernand-Seguin,45.480673,-73.543235,0,
61555,Marc-Cantin / Studios MELS,45.478286,-73.544397,0,
61556,Stade de soccer de Montréal (Papineau / Lecocq),45.561864,-73.638326,0,
61562,Gaétan-Laberge / Gilberte-Dubé,45.470171,-73.562332,0,
61563,Gaétan-Laberge / Rhéaume,45.467863,-73.562953,0,
61564,Station De l'Église,45.462797,-73.566297,0,
61566,Gaétan-Laberge / de l'Église,45.463057,-73.562467,0,
61567,Hôpital de Verdun (Gaétan-Laberge / Hickson),45.46506,-73.562715,0,
61568,Stade Ronald-Piché (Gaétan-Laberge / No 3750),45.466602,-73.562308,0,
61569,Gaétan-Laberge / Rhéaume,45.467701,-73.562688,0,
61570,Gaétan-Laberge / Gilberte-Dubé,45.470078,-73.562124,0,
61571,Stade Ronald-Piché (Gaétan-Laberge / No 3750),45.465917,-73.562548,0,
61572,Hôpital de Verdun (Gaétan-Laberge / Hickson),45.464875,-73.562979,0,
61573,Saint-Louis / Gohier,45.50727,-73.673282,0,
61578,Fairview / Brunswick,45.462679,-73.837396,0,
61579,Rosemont / Chambord,45.537208,-73.592789,0,
61581,Gare Pointe-aux-Trembles,45.675776,-73.502961,0,
61582,Gare Pointe-aux-Trembles,45.673552,-73.503503,0,
61583,Pie-IX / Ontario,45.550297,-73.541593,0,
61584,Saint-Rémi / Cabot,45.464944,-73.587494,0,
61585,Saint-Rémi / Cabot,45.464878,-73.587306,0,
61586,des Sciences / Ray-Lawson,45.616438,-73.560448,0,
61587,Maurice-Duplessis / Lacordaire,45.611899,-73.625056,0,
61588,Viau / Hochelaga,45.561273,-73.54202,0,
61589,Viau / de Rouen,45.560342,-73.539165,0,
61590,Viau / Ontario,45.559199,-73.535675,0,
61591,Viau / La Fontaine,45.558505,-73.533564,0,
61592,Viau / Adam,45.557881,-73.53166,0,
61593,Viau / Sainte-Catherine,45.557322,-73.529954,0,
61594,Upper-Lachine / Harvard,45.468509,-73.610288,0,
61595,Papineau / Lecocq,45.561536,-73.638177,0,
61601,Transcanadienne / No 18101,45.446474,-73.872125,0,
61603,Upper-Lachine / Oxford,45.469362,-73.609142,0,
61604,Angrignon / Saint-Patrick,45.451108,-73.62368,0,
61605,Gare Rivière-des-Prairies,45.661934,-73.538434,0,
61606,Gare Rivière-des-Prairies,45.661782,-73.538248,0,
61611,Station Berri-UQAM (1621 Berri),45.515764,-73.561823,0,
61617,William-Tremblay / André-Laurendeau,45.543337,-73.564094,0,
61618,Sherbrooke / Préfontaine,45.543316,-73.557535,0,
61619,Station Préfontaine (Édicule Sud),45.541962,-73.554292,0,
61620,Hochelaga / Dézéry,45.542778,-73.553794,0,
61621,Saint-Germain / Sherbrooke,45.54456,-73.55643,0,
61624,de Louisbourg / Ranger,45.525255,-73.710434,0,
61625,Boucle Thimens,45.501661,-73.707814,0,
61626,YUL Aéroport Montréal-Trudeau,45.456377,-73.751613,0,
61627,Jarry / de Bordeaux,45.555144,-73.617419,0,
61628,SRB Pie-IX / d'Amos,45.594785,-73.641492,0,
61629,Gare Bois-Franc (Laurentien / No 11800),45.523594,-73.709974,0,
61630,Cavendish / des Outardes,45.511062,-73.718818,0,
61631,Cavendish / Ernest-Hemingway,45.508132,-73.716027,0,
61632,Cavendish / Poirier,45.505425,-73.71167,0,
61633,Cavendish / Poirier,45.506263,-73.712577,0,
61634,Cavendish / Ernest-Hemingway,45.508047,-73.715444,0,
61635,Cavendish / des Outardes,45.510817,-73.718553,0,
61657,du Beaver Hall / Viger,45.50196,-73.563397,0,
61659,Saint-Antoine / Robert-Bourassa,45.499436,-73.563871,0,
61660,Terminus Angrignon,45.446423,-73.602744,0,
61638,Maurice-Duplessis / Saint-Jean-Baptiste,45.659542,-73.541353,0,
61640,Notre-Dame / Gadbois,45.468091,-73.596907,0,
61641,École James-Lyng (Notre-Dame / de Carillon),45.468311,-73.596731,0,
61643,Couture / Léonard,45.604046,-73.599361,0,
61644,Couture / Léonard,45.604498,-73.598815,0,
61647,Gare du Canal (Saint-Joseph / Victoria),45.43859,-73.656423,0,
61648,Gare du Canal (Saint-Joseph / Victoria),45.438725,-73.656361,0,
61651,Station LaSalle (Caisse / de Rushbrooke),45.470685,-73.565992,0,
61653,Station Rosemont,45.531182,-73.597503,0,
61654,Station Côte-Vertu,45.514253,-73.683583,0,
61655,Atwater / Saint-Jacques,45.484024,-73.579844,0,
61656,De Maisonneuve / Atateken,45.518244,-73.558532,0,
61661,Kieran / Douglas-B.-Floreani,45.496443,-73.762489,0,
61662,Station Angrignon (des Trinitaires / Lamont),45.446593,-73.601897,0,
61663,Côte-Sainte-Catherine / du Mont-Royal,45.516116,-73.5909,0,
61664,Saint-Joseph / du Parc,45.519252,-73.594046,0,
61665,Station Mont-Royal (Berri / du Mont-Royal),45.524644,-73.581394,0,
61666,Station Snowdon (Queen-Mary / Circle),45.485476,-73.627472,0,
61667,Saint-Joseph / Jeanne-Mance,45.519467,-73.594156,0,
61668,Gare Rivière-des-Prairies,45.661554,-73.538023,0,
61670,de l'Île-des-Soeurs / de la Grande-Allée,45.463587,-73.545796,0,
61671,René-Lévesque / Levert,45.468292,-73.53582,0,
