stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
60515,Perras / 81e Avenue,45.668193,-73.549411,0,
60517,87e Avenue / 4e Rue,45.669728,-73.540452,0,
60518,87e Avenue / No 12300,45.667862,-73.539037,0,
60519,87e Avenue / No 12123,45.665219,-73.537077,0,
60520,Saint-Jean-Baptiste / No 12301,45.664385,-73.545535,0,
60528,de la Côte-Saint-Paul / Sainte-Marie,45.468652,-73.59362,0,
60532,Centre Gadbois (Côte-Saint-Paul / No 5485),45.465988,-73.595613,0,
60533,Centre Gadbois (Côte-Saint-Paul / No 5485),45.465889,-73.595784,0,
60541,Saint-Antoine / Champ-de-Mars,45.507801,-73.556491,0,
60542,De La Rousselière / Sherbrooke,45.669349,-73.505475,0,
60543,De La Rousselière / Forsyth,45.668943,-73.503102,0,
60546,Saint-Jean-Baptiste / Notre-Dame,45.640137,-73.490819,0,
60547,De La Rousselière / Victoria,45.667797,-73.495266,0,
60548,De La Rousselière / Sherbrooke,45.669369,-73.504541,0,
60549,De La Rousselière / Prince-Arthur,45.670174,-73.5093,0,
60550,Terminus Sherbrooke / Gouin,45.697416,-73.491724,0,
60551,Sherbrooke / Delphis-Delorme,45.698036,-73.487959,0,
60552,Notre-Dame / Raoul-Jobin,45.695167,-73.487569,0,
60553,De Montigny / 12e Avenue,45.643145,-73.506161,0,
60554,De Montigny / 16e Avenue,45.645731,-73.50531,0,
60555,De Montigny / des Frênes,45.649169,-73.504048,0,
60556,De Montigny / des Épinettes,45.647852,-73.504782,0,
60557,De Montigny / 16e Avenue,45.645931,-73.505406,0,
60558,De Montigny / 12e Avenue,45.643392,-73.506241,0,
60579,Prince-Arthur / De La Rousselière,45.670332,-73.50951,0,
60585,Notre-Dame / No 6200,45.460179,-73.611756,0,
60586,Notre-Dame / No 6200,45.460064,-73.612254,0,
60516,87e Avenue / Perras,45.670538,-73.541038,0,
60527,Notre-Dame / de la Côte-Saint-Paul,45.469432,-73.5929,0,
60596,De La Rousselière / No 3000,45.669651,-73.506209,0,
60598,De La Rousselière / No 3000,45.669454,-73.506109,0,
60599,De Montigny / Versailles,45.650593,-73.502732,0,
60600,De Montigny / Versailles,45.650396,-73.50268,0,
56305,Saint-Antoine / Greene,45.484019,-73.583019,0,
60606,32e Avenue / Prince-Arthur,45.659075,-73.51329,0,
60607,32e Avenue / No 3555,45.658906,-73.512156,0,
60608,32e Avenue / Sherbrooke,45.658428,-73.50909,0,
60609,32e Avenue / Beaudry,45.658619,-73.509665,0,
60611,32e Avenue / Prince-Arthur,45.659132,-73.512954,0,
60612,Industriel / No 12755,45.655973,-73.516156,0,
60613,Saint-Antoine / Saint-Hubert,45.512869,-73.553269,0,
60614,Atateken / Viger,45.515254,-73.552096,0,
60615,Viger / Saint-Hubert,45.513449,-73.554237,0,
53246,Ontario / Leclaire,45.556952,-73.536811,0,
60617,Saint-Michel / Bélair,45.557813,-73.595068,0,
60605,Industriel / No 12755,45.655413,-73.516152,0,
60629,André-Laurendeau / Rachel,45.543057,-73.56253,0,
60631,William-Tremblay / Molson,45.541745,-73.565234,0,
60633,Angrignon / face aux tours Angrignon,45.446925,-73.607584,0,
60634,Beaubien / 20e Avenue,45.56102,-73.58096,0,
60635,Beaubien / 20e Avenue,45.561275,-73.58094,0,
60657,Rachel / Molson,45.541335,-73.561496,0,
60658,Rachel / Molson,45.541588,-73.561697,0,
52661,Peel / Saint-Jacques,45.496191,-73.565572,0,
60662,Clanranald / Isabella,45.48274,-73.63499,0,
60663,du Parc / des Pins,45.511638,-73.577844,0,
60664,du Parc / des Pins,45.511595,-73.578398,0,
52219,des Pins / du Parc (coin Nord-Est),45.511853,-73.578042,0,
50743,Elmhurst / Coffee,45.454677,-73.640678,0,
54034,Lambert-Closse / Sainte-Catherine,45.490379,-73.584087,0,
60681,des Pins / du Parc (coin Sud-Est),45.512024,-73.577664,0,
60682,des Pins / du Parc (coin Nord-Ouest),45.511364,-73.578503,0,
60683,René-Lévesque / Jeanne-Mance,45.506353,-73.563559,0,
52992,Wellington / des Soeurs-Grises,45.498836,-73.555135,0,
52856,McGill / Notre-Dame,45.501036,-73.559881,0,
60708,de la Côte-Saint-Paul / Saint-Ambroise,45.467842,-73.593624,0,
60709,Parc Gadbois,45.467836,-73.593816,0,
54166,De Maisonneuve / Chomedey,45.491496,-73.58424,0,
50432,Papineau / Prieur,45.568761,-73.655258,0,
60713,Metcalfe / du Square Dorchester (Centre Infotouris,45.500367,-73.571624,0,
60714,de la Cathédrale / De La Gauchetière,45.498319,-73.567794,0,
60717,Musée Pointe-à-Callière,45.502247,-73.553746,0,
60719,Place Jacques-Cartier (de la Commune/J.-Cartier),45.507067,-73.552122,0,
60720,de la Commune / de Bonsecours,45.509469,-73.550817,0,
60726,Saint-Laurent / de la Commune,45.505351,-73.55338,0,
60728,Musée Pointe-à-Callière (de la Commune/D'Youville),45.502957,-73.553972,0,
60729,de la Commune / McGill,45.498952,-73.552953,0,
60735,Clément-Ader / André-Ampère,45.635308,-73.592341,0,
60745,Robert-Bourassa / De La Gauchetière,45.500737,-73.565527,0,
60771,Station Saint-Michel (Édicule Est),45.559717,-73.599689,0,
60797,de l'Acadie / De Salaberry,45.540885,-73.696431,0,
60801,Berri / Cirque Éloize,45.511411,-73.551472,0,
60802,Rivière-des-Prairies / 3e Rue,45.657619,-73.568556,0,
60844,Station Joliette (Hochelaga / Joliette),45.54655,-73.551715,0,
60863,Saint-Jacques / Atwater,45.484081,-73.578938,0,
60868,de la Commune / Bonneau,45.510595,-73.550174,0,
60887,Chabanel / Saint-Laurent,45.54416,-73.651108,0,
60993,Saint-Denis / Saint-Joseph,45.52598,-73.587556,0,
60994,René-Lévesque / Sanguinet (CHUM),45.511568,-73.559019,0,
60999,Station Guy-Concordia (Maisonneuve / St-Mathieu),45.494947,-73.580236,0,
61020,Chabanel / de l'Esplanade,45.541349,-73.65305,0,
61021,Chabanel / Charles-De La Tour,45.531376,-73.658434,0,
61022,Chabanel / Meunier,45.540804,-73.653074,0,
61023,Rachel / Marquette,45.529963,-73.570092,0,
61028,Chabanel / Clark,45.543643,-73.651753,0,
61030,Chénier / Honoré-Beaugrand,45.598925,-73.543963,0,
61049,Jeanne-Mance / du Président-Kennedy,45.508638,-73.569153,0,
61042,Station Place-des-Arts (Président-Kennedy / Jeanne,45.508806,-73.568444,0,
61046,Rachel / Cuvillier,45.547521,-73.55919,0,
61081,Laurentien / Émile-Nelligan,45.528946,-73.72226,0,
61095,Molson / No 4803,45.541962,-73.569116,0,
61096,Molson / Saint-Joseph,45.542647,-73.572173,0,
61097,Molson / Saint-Joseph,45.542684,-73.572769,0,
61098,Molson / No 4801,45.541841,-73.569196,0,
50490,Charles-De La Tour / De Beauharnois,45.529333,-73.653171,0,
61108,du Président-Kennedy / Saint-Urbain,45.509438,-73.567888,0,
52344,Saint-Joseph / D'Iberville,45.540839,-73.574161,0,
61113,Station Saint-Michel (Édicule Est),45.560169,-73.599839,0,
52810,Rachel / Saint-Michel,45.546658,-73.559916,0,
61115,Gouin / No 7015,45.629514,-73.618991,0,
61117,Saint-Hubert / de Louvain,45.553473,-73.650174,0,
61118,De Lorimier / de Port-Royal,45.567661,-73.64299,0,
61120,De Lorimier / Sauvé,45.568652,-73.64506,0,
61122,Molson / William-Tremblay,45.541512,-73.565834,0,
61124,Viau / Beaubien,45.570908,-73.571691,0,
61153,Station Berri-UQAM (Berri / Ste-Catherine),45.514987,-73.560191,0,
61176,André-Laurendeau / Rachel,45.542837,-73.562181,0,
61187,Victoria / No 7361,45.499914,-73.649376,0,
53038,Station Joliette (Hochelaga / Aylwin),45.546364,-73.551827,0,
60718,de la Commune / Saint-Jean-Baptiste,45.505578,-73.552997,0,
60901,Rodolphe-Forget / No 12420,45.648468,-73.578266,0,
61201,Maurice-Duplessis / No 10000,45.653707,-73.555311,0,
61204,Charlevoix / Rufus-Rockhead,45.481056,-73.573825,0,
61209,Charlevoix / Sainte-Cunégonde,45.481445,-73.574062,0,
61210,Charlevoix / Fauteux,45.482489,-73.575343,0,
61216,De Contrecoeur / Sherbrooke,45.612001,-73.526538,0,
61218,De Contrecoeur / Rousseau,45.61379,-73.536025,0,
61221,Anne-Courtemanche / Claude-Masson,45.613371,-73.537487,0,
61223,Claude-Masson / Anne-Courtemanche,45.613775,-73.540519,0,
61224,Claude-Masson / Anne-Courtemanche,45.613228,-73.537721,0,
61225,De Contrecoeur / Rousseau,45.613724,-73.536352,0,
61226,De Contrecoeur / Jean-Pierre-Ronfard,45.61334,-73.534368,0,
61228,De Contrecoeur / Sherbrooke,45.611905,-73.526725,0,
61229,Georges-V / Hochelaga,45.612172,-73.514997,0,
61230,Station Radisson (Des Groseilliers / Sherbrooke),45.5891,-73.540077,0,
61231,De Contrecoeur / Myra-Cree,45.612921,-73.531442,0,
61237,Bloomfield / No 8120,45.53094,-73.636467,0,
52166,Sherbrooke / Redpath,45.498117,-73.580323,0,
61241,de Louvain / Millen,45.551793,-73.650268,0,
61242,Charland / Parthenais,45.568725,-73.641277,0,
61243,Charland / Parthenais,45.569013,-73.6412,0,
61263,Station Angrignon,45.446699,-73.604433,0,
60716,de la Commune / McGill,45.499129,-73.552799,0,
61271,des Jockeys / Clanranald,45.493203,-73.655962,0,
60403,Rivière-des-Prairies / Gouin,45.659331,-73.570523,0,
60630,William-Tremblay / André-Laurendeau,45.5432,-73.564343,0,
61273,Armand-Chaput / Rolland-Jeanneau,45.665189,-73.535314,0,
61299,Saint-Hubert / Laurier,45.528917,-73.587562,0,
61301,Saint-Hubert / Saint-Grégoire,45.530728,-73.591675,0,
61302,Saint-Grégoire / Chambord,45.534689,-73.588181,0,
61311,Sherbrooke / Stationnement incitatif,45.668343,-73.505455,0,
54280,Saint-Laurent / Bélanger,45.53308,-73.614649,0,
61315,Rosemont / Marquette,45.539949,-73.592037,0,
61324,Station Jolicoeur,45.456966,-73.581806,0,
61328,Station Lionel-Groulx,45.482905,-73.580902,0,
61329,Station Lionel-Groulx / Saint-Jacques,45.482786,-73.581111,0,
61330,Station Lionel-Groulx / Saint-Jacques,45.48313,-73.580546,0,
61331,Station Lionel-Groulx / Saint-Jacques,45.483291,-73.580278,0,
61332,Station Lionel-Groulx,45.483413,-73.580068,0,
61333,Station Lionel-Groulx,45.483112,-73.579325,0,
61334,Station Lionel-Groulx,45.482527,-73.578964,0,
61335,Station Lionel-Groulx,45.482757,-73.579109,0,
61355,Ontario / Lespérance,45.537759,-73.549472,0,
61359,Ontario / Lespérance,45.537563,-73.549448,0,
61369,Saint-Grégoire / Rivard,45.529268,-73.592764,0,
61370,Saint-Grégoire / de Mentana,45.53177,-73.590903,0,
61393,Gatineau / Queen-Mary,45.495596,-73.618212,0,
54405,Sherbrooke / Indorama,45.62113,-73.520994,0,
54406,Henri-Bourassa / No 9850,45.645151,-73.550711,0,
54407,Marien / Henri-Bourassa,45.647856,-73.544663,0,
54408,Henri-Bourassa / Marien,45.6486,-73.545172,0,
54409,Henri-Bourassa / Marien,45.647847,-73.545192,0,
54411,Sherbrooke / No 9999,45.617726,-73.523061,0,
54412,Sherbrooke / Gamble,45.623631,-73.520019,0,
54413,Sherbrooke / No 10930,45.62771,-73.518455,0,
54414,Durocher / Sherbrooke,45.629823,-73.516873,0,
54415,Sherbrooke / Durocher,45.630086,-73.51744,0,
54416,Sherbrooke / Durocher,45.629715,-73.517382,0,
54417,Durocher / Sherbrooke,45.629685,-73.516559,0,
54418,Sherbrooke / Marien,45.636076,-73.516554,0,
54419,Sherbrooke / Marien,45.635385,-73.516313,0,
54420,Sherbrooke / Broadway,45.63373,-73.516183,0,
54422,Georges-V / Hochelaga,45.612059,-73.513683,0,
54423,Hochelaga / Georges-V,45.611867,-73.514344,0,
54424,Broadway / Ontario,45.632964,-73.512226,0,
54425,Georges-V / Dubuisson,45.611743,-73.511822,0,
54427,Georges-V / Notre-Dame,45.611489,-73.511017,0,
54428,Georges-V / Notre-Dame,45.611618,-73.511106,0,
54429,Broadway / de Montigny,45.63247,-73.50921,0,
54430,Broadway / de Montigny,45.632404,-73.509587,0,
54431,Notre-Dame / Joseph-Versailles,45.613951,-73.509365,0,
54432,Notre-Dame / Joseph-Versailles,45.613929,-73.509553,0,
54433,Notre-Dame / No 10150,45.617546,-73.507835,0,
54434,Sainte-Catherine / Durocher,45.628594,-73.50827,0,
54435,Durocher / Sainte-Catherine,45.628428,-73.508916,0,
54436,Sainte-Catherine / Lelièvre,45.630655,-73.507128,0,
54437,Sainte-Catherine / Lelièvre,45.630492,-73.507341,0,
54438,Broadway / Sainte-Catherine,45.632031,-73.506531,0,
54439,Sainte-Catherine / Broadway,45.632295,-73.506685,0,
54440,Broadway / Sainte-Catherine,45.631958,-73.506867,0,
54441,Sainte-Catherine / Broadway,45.631869,-73.506705,0,
54442,Sainte-Catherine / Marien,45.633975,-73.505981,0,
54443,Sainte-Catherine / Dubé,45.633764,-73.50618,0,
54444,Notre-Dame / Gamble,45.62163,-73.505533,0,
54445,Notre-Dame / No 10800,45.624606,-73.503332,0,
54446,Broadway / Dorchester,45.631607,-73.503949,0,
54447,Marien / Dorchester,45.63369,-73.503191,0,
54448,Dorchester / Marien,45.633906,-73.50336,0,
54449,Marien / Dorchester,45.633736,-73.504054,0,
54450,Notre-Dame / Richard,45.626489,-73.501468,0,
54451,Notre-Dame / Richard,45.62627,-73.501486,0,
54452,Broadway / De La Gauchetière,45.631098,-73.500867,0,
54453,Marien / De La Gauchetière,45.633195,-73.50018,0,
54454,Marien / De La Gauchetière,45.633171,-73.50049,0,
54455,Notre-Dame / Hinton,45.628422,-73.499325,0,
54456,Notre-Dame / Hinton,45.628078,-73.499449,0,
54457,Marien / Victoria,45.632824,-73.498367,0,
54458,Notre-Dame / Lelièvre,45.629431,-73.49821,0,
54459,Notre-Dame / Providence,45.629055,-73.498366,0,
54460,Marien / Prince-Albert,45.632784,-73.497516,0,
54462,Notre-Dame / Broadway,45.630554,-73.496967,0,
54463,Notre-Dame / Broadway,45.630164,-73.497139,0,
54464,Notre-Dame / Marien,45.632467,-73.494844,0,
54465,Marien / Notre-Dame,45.632305,-73.495315,0,
54466,Notre-Dame / Marien,45.632074,-73.495024,0,
54467,Marien / Notre-Dame,45.632429,-73.495343,0,
54468,Notre-Dame / No 10150,45.617433,-73.508074,0,
54469,Notre-Dame / No 10800,45.624565,-73.503598,0,
54470,Henri-Bourassa / No 10605,45.650258,-73.540254,0,
54471,Henri-Bourassa / No 10605,45.650648,-73.540015,0,
54472,Henri-Bourassa / No 9225,45.638678,-73.561745,0,
54473,Sherbrooke / Joseph-Versailles,45.617339,-73.523014,0,
54474,Sherbrooke / No 10025,45.618874,-73.522194,0,
54475,Sherbrooke / No 10025,45.619238,-73.522252,0,
54476,Sherbrooke / Indorama,45.621414,-73.521087,0,
54477,Sherbrooke / Raffinerie Shell,45.623863,-73.520186,0,
54478,Sherbrooke / No 10930,45.627973,-73.518555,0,
54479,Durocher / Nexans,45.629226,-73.51377,0,
54480,Durocher / Nexans,45.629306,-73.513732,0,
54481,Henri-Bourassa / No 9225,45.638518,-73.561523,0,
54482,Georges-V / Sainte-Claire,45.612866,-73.518399,0,
54483,Georges-V / Sainte-Claire,45.612818,-73.518777,0,
54484,Notre-Dame / David,45.612369,-73.509937,0,
54485,Notre-Dame / David,45.612275,-73.510148,0,
54486,Marien / Métropolitain,45.64316,-73.534212,0,
54488,Sherbrooke / de la Grande Allée,45.632736,-73.515898,0,
54491,Place Marien / No 8801,45.645762,-73.544087,0,
54492,Place Marien / No 8802,45.645034,-73.544937,0,
54493,Place Marien / Brault-Martineau Nord,45.643552,-73.542838,0,
54494,Place Marien / No 8381,45.641997,-73.539143,0,
54497,Broadway / des Vétérans,45.632735,-73.51161,0,
54498,Broadway / Dorchester,45.631528,-73.504253,0,
54499,Broadway / Victoria,45.630855,-73.500162,0,
54502,Place Marien / Brault et Martineau Nord,45.643753,-73.543024,0,
54503,Place Marien / Brault et Martineau Sud,45.642695,-73.540936,0,
54504,Place Marien Nord,45.646767,-73.54317,0,
54505,Place Marien (nord) / Marien,45.646717,-73.543385,0,
54506,Place Marien / No 8381,45.641896,-73.539173,0,
54507,Place Marien / No 8201,45.643555,-73.536896,0,
54508,Marien / No 8201,45.643362,-73.53724,0,
54510,Notre-Dame / Gonthier,45.610999,-73.510645,0,
60215,Rodolphe-Forget / Henri-Bourassa,45.63656,-73.565806,0,
60314,Broadway / Forsyth,45.633505,-73.515517,0,
60396,Broadway / Prince-Albert,45.630752,-73.498757,0,
60544,Laurendeau / Forsyth,45.634038,-73.514771,0,
60597,Broadway / No 13,45.630518,-73.498116,0,
54410,Marien / Métropolitain,45.642965,-73.5343,0,
60641,Marien / Sherbrooke,45.635766,-73.516974,0,
60643,Sherbrooke / Laurendeau,45.63456,-73.516191,0,
60649,Marien / No 7000,45.641555,-73.531075,0,
60653,Marien / No 7000,45.641888,-73.531372,0,
54511,des Roseraies / Louis-H.-La Fontaine,45.596796,-73.549701,0,
54512,Colbert / No 10700,45.614781,-73.584266,0,
54513,Henri-Bourassa / No 9050,45.63497,-73.566935,0,
54514,Henri-Bourassa / L.-J.- Forget,45.620537,-73.588341,0,
54515,L.-J.- Forget / Henri-Bourassa,45.620624,-73.58802,0,
54516,des Galeries-d'Anjou / Bombardier,45.60665,-73.58606,0,
54517,Bombardier / des Galeries-d'Anjou,45.606956,-73.586181,0,
54518,Bombardier / des Galeries-d'Anjou,45.606539,-73.586603,0,
54519,des Galeries-d'Anjou / Bombardier,45.606419,-73.586144,0,
54520,Colbert / Larrey,45.615605,-73.585867,0,
54521,J.-René-Ouimet / Secant,45.621119,-73.584018,0,
54522,des Galeries-d'Anjou / M.-B.-Jodoin,45.605734,-73.583924,0,
54523,des Galeries-d'Anjou / M.-B.-Jodoin,45.605673,-73.584401,0,
54524,Larrey / Mirabeau,45.617166,-73.584877,0,
54525,Larrey / Mirabeau,45.616839,-73.584984,0,
54526,L.-J.- Forget / Larrey,45.618856,-73.584124,0,
54527,Larrey / No 8150,45.617873,-73.584073,0,
54528,Bombardier / Renaude-Lapointe,45.608902,-73.583048,0,
54529,Bombardier / Renaude-Lapointe,45.608793,-73.583362,0,
54530,Secant / Larrey,45.620154,-73.582704,0,
54531,Larrey / Secant,45.619861,-73.582337,0,
54532,des Galeries-d'Anjou / de l'Alsace,45.604584,-73.58186,0,
54533,des Galeries-d'Anjou / de l'Alsace,45.604921,-73.582027,0,
54534,Colbert / Ravenel,45.613307,-73.580483,0,
54535,Colbert / Ravenel,45.613462,-73.581178,0,
54536,des Galeries-d'Anjou / Giraud,45.603432,-73.579119,0,
54537,Colbert / Bombardier,45.612942,-73.579986,0,
54538,Ray-Lawson / 6e Croissant,45.623632,-73.577849,0,
54539,Ray-Lawson / 6e Croissant,45.623554,-73.57832,0,
54540,des Galeries-d'Anjou / Fontevrault,45.603273,-73.578236,0,
54541,Jules-Léger / Parkway,45.619179,-73.575999,0,
54542,Jules-Léger / Parkway,45.619382,-73.575638,0,
54543,Jarry / Neuville,45.600762,-73.576554,0,
54544,Ray-Lawson / 5e Croissant,45.622736,-73.575773,0,
54545,Ray-Lawson / 5e Croissant,45.622682,-73.576292,0,
54547,Secant / Bombardier,45.617502,-73.576271,0,
54548,Parkway / Bombardier,45.618396,-73.575007,0,
54549,des Galeries-d'Anjou / Jarry,45.601975,-73.575216,0,
54550,Jarry / des Galeries-d'Anjou,45.602231,-73.575271,0,
54551,des Galeries-d'Anjou / Jarry,45.602014,-73.575814,0,
54552,Jarry / des Galeries-d'Anjou,45.601804,-73.575456,0,
54553,Jarry / des Galeries-d'Anjou,45.601658,-73.57577,0,
54554,Ray-Lawson / Jules-Léger,45.62174,-73.573452,0,
54555,Ray-Lawson / Jules-Léger,45.621673,-73.573946,0,
54556,Jules-Léger / Ray-Lawson,45.621479,-73.573805,0,
54557,Jules-Léger / Ray-Lawson,45.621341,-73.57411,0,
54558,Jarry / de Vernantes,45.60309,-73.574339,0,
54559,Jarry / de Vernantes,45.603361,-73.574274,0,
54560,Ernest-Cormier / Parkway,45.617746,-73.572538,0,
54561,Parkway / Ernest-Cormier,45.617672,-73.573318,0,
54562,Jarry / André-Laurendeau,45.604777,-73.573036,0,
54563,Jarry / du Haut-Anjou,45.604158,-73.573414,0,
54564,des Galeries-d'Anjou / de la Pléiade,45.600769,-73.572896,0,
54565,des Galeries-d'Anjou / de Belfroy,45.601009,-73.572999,0,
54566,Ernest-Cormier / No 8530,45.61882,-73.571413,0,
54567,Ray-Lawson / Ernest-Cormier,45.620232,-73.569949,0,
54568,Ray-Lawson / Ernest-Cormier,45.620196,-73.570515,0,
54569,Ernest-Cormier / Ray-Lawson,45.620008,-73.570371,0,
54570,Ernest-Cormier / Ray-Lawson,45.619789,-73.570751,0,
54571,Jarry / Louis-Hippolyte-La Fontaine,45.606244,-73.571765,0,
54572,Grenache / Edison,45.613609,-73.57145,0,
54573,Grenache / Edison,45.613304,-73.571532,0,
54574,Grenache / Parkway,45.616165,-73.569215,0,
54575,Grenache / Parkway,45.615867,-73.569287,0,
54576,Jean-Talon / des Halles,45.597644,-73.570266,0,
54577,Jean-Talon / des Halles,45.597356,-73.570289,0,
54578,des Halles / Jean-Talon,45.59748,-73.569943,0,
54579,Claveau / Jarry,45.610086,-73.568924,0,
54580,des Galeries-d'Anjou / Jean-Talon,45.599173,-73.568696,0,
54581,des Galeries-d'Anjou / Jean-Talon,45.599158,-73.569181,0,
54582,Jean-Talon / des Galeries-d'Anjou,45.598514,-73.569275,0,
54583,Jean-Talon / des Galeries-d'Anjou,45.598726,-73.569344,0,
54584,des Galeries-d'Anjou / Jean-Talon,45.59882,-73.568391,0,
54585,Jarry / Claveau,45.610121,-73.568353,0,
54586,Ray-Lawson / Grenache,45.618677,-73.566336,0,
54587,Ray-Lawson / Grenache,45.618724,-73.56709,0,
54588,Grenache / Ray-Lawson,45.618502,-73.566981,0,
54589,des Galeries-d'Anjou / No 7450,45.598362,-73.567047,0,
54590,Jarry / Edison,45.611713,-73.566959,0,
54591,Jarry / Edison,45.611386,-73.567016,0,
54592,Jarry / Parkway,45.613951,-73.564799,0,
54594,des Galeries-d'Anjou / Bélanger,45.597213,-73.562903,0,
54595,des Galeries-d'Anjou / Bélanger,45.597183,-73.563459,0,
54596,Ray-Lawson / Jarry,45.616861,-73.562116,0,
54597,Ray-Lawson / Jarry,45.616801,-73.562623,0,
54598,Jarry / Ray-Lawson,45.61653,-73.562544,0,
54599,Jarry / Ray-Lawson,45.616504,-73.562749,0,
54600,Bourgneuf / Bodinier,45.603833,-73.561371,0,
54601,de Châteauneuf / Goncourt,45.60366,-73.558914,0,
54602,des Galeries-d'Anjou / Saint-Zotique,45.596209,-73.559305,0,
54603,des Galeries-d'Anjou / Saint-Zotique,45.596121,-73.559714,0,
54604,de Châteauneuf / Boreau,45.604651,-73.559059,0,
54605,Joseph-Renaud / de Châteauneuf,45.605474,-73.558392,0,
54606,de Châteauneuf / Joseph-Renaud,45.60515,-73.558708,0,
54607,Joseph-Renaud / de Châteauneuf,45.605274,-73.557938,0,
54608,de Châteauneuf / de Vaujours,45.606965,-73.558614,0,
54609,de Châteauneuf / Talcy,45.607141,-73.558256,0,
54610,de Châteauneuf / Rabelais,45.608462,-73.55775,0,
54611,de Châteauneuf / de la Loire,45.610051,-73.557239,0,
54612,de Châteauneuf / de la Loire,45.609753,-73.557091,0,
54613,de Châteauneuf / Roi-René,45.612637,-73.555241,0,
54614,de Châteauneuf / de Fougeray,45.611966,-73.555694,0,
54615,des Galeries-d'Anjou / Beaubien,45.595117,-73.55602,0,
54616,Beaubien / des Galeries-d'Anjou,45.59548,-73.556279,0,
54617,des Galeries-d'Anjou / Beaubien,45.595191,-73.556875,0,
54618,Beaubien / des Galeries-d'Anjou,45.594933,-73.556338,0,
54619,Roi-René / de Châteauneuf,45.612318,-73.55486,0,
54620,Roi-René / de Châteauneuf,45.61242,-73.555663,0,
54621,de Châteauneuf / de Fougeray,45.611896,-73.555405,0,
54622,de Châteauneuf / Des Ormeaux,45.6141,-73.553949,0,
54623,de Châteauneuf / Des Ormeaux,45.613786,-73.554032,0,
54624,de Châteauneuf / Azilda,45.613703,-73.554305,0,
54625,Beaubien / des Roseraies,45.596917,-73.555063,0,
54626,Beaubien / des Roseraies,45.596495,-73.555027,0,
54627,Goncourt / Wilfrid-Pelletier,45.602557,-73.553557,0,
54628,Goncourt / Wilfrid-Pelletier,45.60243,-73.553279,0,
54629,Joseph-Renaud / Wilfrid-Pelletier,45.605419,-73.553198,0,
54630,Joseph-Renaud / Wilfrid-Pelletier,45.605227,-73.553548,0,
54631,Wilfrid-Pelletier / Joseph-Renaud,45.605163,-73.553325,0,
54632,Wilfrid-Pelletier / Joseph-Renaud,45.604994,-73.553494,0,
54633,du Val d'Anjou / Beaubien,45.597947,-73.553458,0,
54634,des Galeries-d'Anjou / des Jalesnes,45.594002,-73.552675,0,
54635,des Galeries-d'Anjou / des Jalesnes,45.593959,-73.55315,0,
54636,Wilfrid-Pelletier / de la Loire,45.607851,-73.552411,0,
54637,Wilfrid-Pelletier / de la Loire,45.607714,-73.55263,0,
54638,du Val d'Anjou / de la Nantaise,45.597701,-73.553117,0,
54639,de Châteauneuf / Rondeau,45.616141,-73.551902,0,
54640,Roi-René / Georges,45.610898,-73.551592,0,
54641,Roi-René / Georges,45.610901,-73.552165,0,
54642,Goncourt / Villars,45.602084,-73.551262,0,
54643,Goncourt / Villars,45.602118,-73.550979,0,
54644,Wilfrid-Pelletier / Roi-René,45.610234,-73.550775,0,
54645,Wilfrid-Pelletier / Roi-René,45.610096,-73.55106,0,
54646,Joseph-Renaud / de Châtillon,45.605223,-73.550501,0,
54647,Joseph-Renaud / de Châtillon,45.60505,-73.550921,0,
54648,Des Ormeaux / Georges,45.612421,-73.550237,0,
54649,Des Ormeaux / Georges,45.612425,-73.550602,0,
54650,des Galeries-d'Anjou / de Malicorne,45.593416,-73.550917,0,
54651,des Galeries d'Anjou / de la Malicorne,45.593404,-73.551484,0,
54652,Joseph-Renaud / des Vendéens,45.604761,-73.548278,0,
54653,Radisson / des Galeries-d'Anjou,45.59157,-73.548036,0,
54654,Radisson / des Galeries-d'Anjou,45.591217,-73.547744,0,
54655,Goncourt / de la Seine,45.601554,-73.547688,0,
54656,Louis-Hippolyte-La Fontaine / de la Malicorne,45.596134,-73.547428,0,
54657,Des Ormeaux / Chaumont,45.610878,-73.546676,0,
59343,Chaumont / Des Ormeaux,45.610993,-73.546832,0,
54658,Des Ormeaux / Chaumont,45.61088,-73.547038,0,
54659,Des Ormeaux / Chaumont,45.610654,-73.546158,0,
54660,du Bois-de-Coulonge / du Curé-Clermont,45.598707,-73.54741,0,
54661,Joseph-Renaud / Yves-Prévost,45.604654,-73.546112,0,
54662,Joseph-Renaud / Yves-Prévost,45.604514,-73.546584,0,
54663,Chénier / du Bois-de-Coulonge,45.598044,-73.544515,0,
54664,du Bois-de-Coulonge / Chénier,45.597855,-73.544712,0,
54665,Des Ormeaux / Yves-Prévost,45.6094,-73.543266,0,
54666,Des Ormeaux / Yves-Prévost,45.609401,-73.543625,0,
54668,Saint-Donat / Chénier,45.605079,-73.543251,0,
54669,Chénier / Saint-Donat,45.604828,-73.543429,0,
54670,Des Ormeaux / Éric,45.608562,-73.541364,0,
54671,Des Ormeaux / Éric,45.608561,-73.54169,0,
54672,Saint-Donat / des Réaux,45.604004,-73.540692,0,
54673,Saint-Donat / des Réaux,45.604039,-73.541053,0,
54674,Saint-Donat / Roi-René,45.602821,-73.537869,0,
54675,Saint-Donat / Fonteneau,45.602887,-73.538308,0,
54676,Saint-Donat / De Grosbois,45.602196,-73.53625,0,
